DateTime,AddedIPs,RemovedIPs
1510579205,3,44
1510581440,84,133
1510581606,18,78
1510582204,22,16
1510582568,1,0
1510582804,6,14158
1510583405,14183,7
1510584006,64,40
1510584605,154,25
1510585245,56,59
1510585805,39,40
1510586405,25,6132
1510587167,6204,53
1510587611,25,5303
1510588204,5239,27
1510589084,43,61
1510589407,23,35
1510590005,22,25
1510590605,12,42
1510591205,22,5358
1510591450,14,1
1510591806,5352,26
1510592405,33,29
1510592909,4,26
1510593306,426,72
1510593907,27,79
1510594504,9,25
1510594814,3,21
1510595106,24,40
1510595706,35,24
1510596763,25,16
1510596904,136,15
1510597505,37,22
1510598104,31,12
1510598657,15,19
1510598706,45,27
1510599304,20,18
1510599905,167,29
1510600605,59,34
1510601104,29,7
1510601706,20,49
1510602513,38,34
1510602904,26,8
1510603504,15,8
1510604439,182,151
1510604704,25,41
1510605304,43,35
1510606354,49,56
1510606505,24,35
1510607107,23,53
1510607706,53,53
1510608517,31,53
1510608905,74,37
1510609504,26,15
1510610442,40,59
1510610705,22,13
1510611305,120,18
1510612363,32,29
1510612505,27,20
1510613106,27,20
1510613705,27,13
1510614259,8,21
1510614303,17,11
1510614606,12,18
1510615205,24,22
1510615805,13,14
1510616404,1,16
1510616405,30,20
1510617006,15,23
1510617606,13,16
1510618526,64,45
1510618805,16,22
1510619404,23,11
1510620004,39,11
1510620491,7,20
1510620607,27,35
1510620970,12,0
1510621205,38,25
1510621461,1,0
1510621805,18,18
1510622422,38,26
1510623005,101,13
1510624341,51,53
1510624807,34,19
1510625405,17,13
1510626249,34,25
1510626604,15,16
1510627205,31,36
1510627805,18,11
1510628169,3,39
1510628403,9,10
1510629004,39,9
1510629604,15,11
1510630091,13,18
1510630205,27,17
1510630804,22,12
1510631107,12,43
1510631704,26,17
1510632021,4,15
1510632305,27,11
1510632609,23,48
1510633205,6,30
1510633944,33,35
1510634406,8,56
1510635006,32,16
1510635631,118,56
1510635858,6,15
1510635906,23,34
1510636505,28,14
1510636808,16,50
1510637404,12,21
1510637771,5,5
1510638006,30,53
1510638604,20,16
1510639207,34,43
1510639693,1,21
1510639805,121,36
1510640405,19,22
1510641005,35,7
1510641619,38,33
1510642203,17,4
1510642807,32,46
1510643405,34,25
1510644005,47,18
1510644605,30,14
1510645206,9,17
1510645450,16,26
1510645805,19,10
1510646107,1,22
1510646704,23,19
1510647382,26,23
1510647606,5,29
1510648205,36,26
1510648804,13,20
1510649295,8,8
1510649405,25,19
1510649710,21,100
1510650506,58,39
1510650905,41,41
1510651457,2,6
1510651807,89,75
1510652406,50,59
1510653014,62,198
1510653368,3,0
1510653606,37,47
1510654208,29,53
1510654805,54,38
1510655290,3,4
1510655408,49,43
1510656005,29,26
1510656309,9,36
1510656904,19,18
1510657219,3,8
1510657506,40,36
1510658104,17,10
1510658704,4,24
1510659304,61,18
1510659905,33,29
1510660504,20,12
1510661071,5,13
1510661407,34,48
1510662007,50,49
1510662606,7,39
1510662972,3,6
1510663204,16,17
1510663804,44,10
1510664404,10,5
1510664893,6,9
1510666886,93,46
1510667111,6,55
1510667704,4,12
1510668304,14,6
1510668737,12,15
1510668905,54,16
1510669506,32,45
1510669929,2,0
1510670106,6,57
1510670706,22,35
1510671013,4,94
1510671606,1,19
1510672204,9,23
1510672804,4,19
1510673408,26,78
1510674521,33,28
1510674605,6,22
1510675205,32,10
1510675806,65,11
1510676428,45,56
1510677004,32,8
1510677606,0,14615
1510678362,14597,10
1510678806,3,34
1510679444,28,364
1510680265,19,56
1510680603,78,16
1510681204,34,19
1510681450,28,0
1510682197,9,45
1510682405,25,10
1510683011,49,120
1510683604,9,15
1510684118,17,16
1510684204,13,26
1510684804,30,34
1510685404,38,15
1510686144,126,27
1510686904,26,152
1510688185,3,32
1510688705,24,30
1510690355,6,32
1510690505,119,289
1510691104,12,16
1510692392,21,40
1510692905,89,25
1510693504,55,13
1510694500,71,30
1510695305,157,61
1510696107,38,21
1510696504,55,13
1510697104,0,15
1510697711,23,110
1510698268,14,17
1510698305,2,23
1510698906,19,26
1510699506,5,23
1510700186,79,36
1510700705,6,14
1510701305,3,10
1510702120,74,32
1510702505,1,13
1510703106,17,15
1510704042,56,21
1510704306,114,27
1510704905,60,16
1510705505,8,22
1510706198,82,23
1510706704,37,36
1510707305,35,13
1510708104,34,47
1510708504,24,5
1510709411,17,110
1510710036,44,36
1510710739,34,17
1510711207,18,24
1510711952,82,21
1510712403,2,27
1510713005,28,10
1510713881,32,39
1510714203,0,12
1510714804,1,7
1510715794,34,46
1510716304,24,20
1510716904,22,11
1510717719,12,41
1510718104,1,23
1510718705,19,14
1510719632,13,47
1510719905,25,2
1510720208,3,26
1510720804,3,6
1510721560,39,34
1510722005,2,101
1510722605,5,18
1510723472,39,40
1510723804,1,21
1510724406,0,33
1510725393,39,30
1510725605,6,17
1510726209,51,125
1510726804,25,16
1510727406,6,35
1510728006,26,23
1510728604,21,12
1510729204,3,27
1510729803,26,11
1510730108,2,47
1510731205,24,59
1510731303,57,4
1510731907,4,16
1510732504,0,6
1510733070,9,14
1510733104,45,24
1510733704,14,20
1510734304,3,7
1510734986,28,25
1510735204,0,14
1510735804,12,19
1510736106,37,16
1510736922,24,45
1510737305,56,25
1510737905,28,28
1510738828,101,81
1510739106,6,35
1510739706,69,42
1510740257,23,1
1510740306,24,41
1510740745,6,6
1510742406,100,123
1510743007,3529,24
1510743605,19,10
1510744206,1,36
1510744632,9,0
1510744804,2,5
