DateTime,AddedIPs,RemovedIPs
1510458982,7,4
1510459708,7,5
1510460408,9,3
1510461156,4,7
1510461852,4,3
1510462582,5,4
1510463558,4,5
1510464251,14,10
1510464989,6,6
1510465701,5,3
1510466419,6,0
1510467393,7,4
1510468100,5,8
1510468821,6,4
1510469532,3,3
1510470267,3,4
1510470986,7,2
1510471702,12,6
1510472412,2,1
1510473132,8,2
1510473859,2,5
1510474590,8,6
1510475298,5,6
1510476011,8,6
1510477005,11,8
1510477947,10,3
1510478909,7,6
1510479621,8,0
1510480354,5,7
1510481056,5,0
1510481780,11,11
1510482752,6,10
1510483456,4,4
1510484210,12,5
1510485153,7,6
1510485850,14,3
1510486574,2,3
1510487289,8,4
1510488063,9,5
1510488997,8,7
1510489957,7,2
1510490651,9,7
1510491382,4,0
1510492348,3,11
1510493051,9,7
1510495266,9,15
1510495945,5,10
1510496691,8,5
1510497627,9,8
1510498352,4,13
1510499061,6,0
1510499778,6,0
1510500752,6,14
1510501463,7,10
1510502171,6,0
1510502900,5,6
1510503624,5,10
1510504340,12,12
1510505057,6,0
1510505779,15,4
1510506503,7,8
1510507464,8,8
1510508426,11,6
1510509128,10,2
1510509859,9,4
1510510632,3,5
1510511559,13,4
1510512254,13,9
1510512970,9,2
1510513687,6,5
1510514432,5,0
1510515143,11,13
1510515851,7,0
1510516578,6,7
1510517306,4,6
1510518011,10,3
1510518739,3,5
1510519459,3,4
1510520188,4,3
1510521147,10,11
1510522103,9,5
1510522822,7,9
1510523543,10,0
1510524257,11,9
1510524975,5,7
1510525954,7,3
1510526651,4,7
1510527381,5,5
1510528098,6,8
1510528815,7,4
1510529533,6,10
1510530256,7,3
1510530987,6,4
1510531911,11,5
1510532652,9,4
1510533383,4,5
1510534103,3,0
1510535323,6,17
1510536019,5,0
1510536753,8,10
1510537451,3,8
1510538170,10,0
1510538895,9,16
1510539638,3,8
1510540343,6,5
1510541053,5,0
1510541768,6,10
1510542503,4,7
1510543472,8,0
1510544425,2,8
1510545139,4,0
1510545860,7,3
1510546573,6,3
1510547308,8,2
1510548009,5,3
1510548730,5,5
1510549456,5,2
1510550199,4,2
1510550902,3,2
1510551623,1,5
1510552337,3,3
1510553065,5,2
1510554031,5,3
1510555000,8,8
1510555954,8,2
1510556654,7,0
1510557392,7,0
1510558353,8,4
1510559050,11,0
1510559810,5,11
1510560497,11,0
1510561212,5,8
1510562195,11,8
1510562901,6,1
1510563615,7,0
1510564328,3,4
1510565055,8,6
1510566032,7,5
1510566727,10,5
1510567464,4,6
1510568186,8,2
1510568903,8,7
1510569608,4,1
1510570359,5,9
1510571054,6,5
1510571780,12,0
1510572487,9,12
1510573214,2,3
1510573929,8,1
1510574677,6,6
1510575387,10,7
1510576106,10,6
1510576820,6,2
1510577548,9,0
1510578257,2,10
1510578977,9,2
1510581444,14,17
1510582111,4,0
1510582813,5,5
1510583546,9,3
1510584253,12,7
1510585249,17,10
1510586195,8,0
1510587157,11,17
1510587850,5,0
1510588577,4,5
1510589287,4,4
1510590024,7,6
1510590745,9,7
1510591455,6,7
1510592168,6,7
1510592916,8,0
1510593862,12,5
1510594582,5,9
1510595304,7,0
1510596021,7,6
1510596767,3,6
1510597707,10,8
1510598410,12,5
1510599131,5,0
1510599854,5,5
1510600609,6,6
1510601301,7,6
1510602013,11,1
1510602752,8,6
1510603461,6,8
1510604444,17,3
1510605134,11,6
1510605855,3,6
1510606581,9,0
1510607306,7,5
1510608012,5,5
1510608733,6,3
1510609458,6,3
1510610446,7,8
1510611396,2,0
1510612367,7,11
1510613554,9,4
1510614263,3,10
1510614990,7,9
1510615688,3,7
1510616408,6,5
1510617154,6,5
1510617863,4,0
1510618531,2,2
1510619295,7,5
1510620044,8,12
1510620740,3,0
1510621464,0,8
1510622173,5,12
1510622901,6,9
1510623610,3,0
1510624346,5,7
1510625056,10,13
1510625782,5,0
1510626753,9,6
1510627453,7,18
1510628173,3,2
1510628890,9,7
1510629625,7,0
1510630343,3,8
1510631056,6,7
1510631782,5,6
1510632518,5,5
1510633208,5,0
1510633949,10,7
1510634656,9,5
1510635377,1,2
1510636349,9,3
1510637314,7,9
1510638023,3,0
1510638743,3,7
1510639459,5,1
1510640203,6,7
1510641158,9,4
1510641854,1,0
1510642832,6,5
1510643544,8,3
1510644277,3,2
1510645234,11,2
1510645965,3,3
1510646661,5,5
1510647386,4,2
1510648105,10,2
1510649072,6,3
1510650040,8,5
1510651003,8,3
1510651955,6,4
1510652652,5,4
1510653373,8,3
1510654089,4,6
1510654837,3,5
1510655545,3,5
1510656266,7,4
1510656981,6,5
1510657705,9,7
1510658411,7,0
1510659136,3,5
1510659852,2,5
1510660583,3,11
1510661553,7,4
1510662251,10,0
1510662976,7,8
1510663694,2,7
1510664438,4,4
1510666889,22,24
1510667556,3,5
1510668256,4,4
1510668989,8,3
1510669703,9,6
1510670675,11,9
1510671386,10,3
1510672350,3,6
1510673297,7,3
1510674011,5,2
1510674744,5,15
1510675458,5,0
1510676179,5,0
1510677152,8,14
1510677852,8,9
1510678569,1,0
1510679548,5,5
1510680273,10,6
1510681230,7,16
1510682201,11,9
1510683156,6,8
1510683863,11,5
1510684573,7,4
1510685292,10,11
1510686149,9,2
1510686993,6,8
1510688189,14,21
1510689564,13,16
1510690359,5,13
1510691727,5,14
1510692396,8,7
1510693357,5,14
1510694504,8,11
1510695725,14,13
1510696328,2,3
1510697314,11,6
1510698272,7,7
1510699230,6,9
1510700190,2,6
1510701150,8,11
1510702125,8,9
1510703062,5,11
1510704046,2,5
1510704710,1,8
1510705715,8,3
1510706408,8,0
1510707145,6,12
1510707855,7,0
1510708589,1,12
1510709556,2,4
1510710255,6,10
1510710971,4,11
1510711956,7,8
1510712650,2,7
1510713376,5,5
1510714089,11,5
1510714838,2,8
1510715799,14,5
1510716747,11,11
1510717723,6,4
1510718415,7,7
1510719136,4,2
1510719851,5,0
1510720602,10,5
1510721564,4,17
1510722257,12,0
1510722980,10,1
1510723687,7,2
1510724429,4,3
1510725397,4,8
1510726092,6,0
1510726829,8,9
1510727541,7,0
1510728276,6,8
1510729245,13,3
1510729943,1,4
1510730680,14,5
1510731381,4,5
1510732113,5,4
1510733074,7,4
1510734030,13,5
1510734738,6,8
1510735468,3,1
1510736168,11,0
1510736926,5,7
1510737859,4,10
1510738832,7,4
1510739528,6,4
1510740270,2,4
1510742707,19,8
1510743367,5,6
1510744093,5,3
1510744811,6,4
