DateTime,AddedIPs,RemovedIPs
1510448521,1,8
1510449121,3,13
1510450321,1,12
1510450381,1,0
1510451521,12,3
1510452121,3,0
1510453321,52,6
1510453921,2,4
1510454521,3,0
1510455121,0,3
1510456321,1,0
1510456921,3,1
1510457521,25,5
1510457581,5,0
1510458721,4,11
1510459922,18,11
1510460521,2,4
1510461121,0,1
1510462921,9,3
1510463521,10,11
1510464122,5,0
1510464721,6,2
1510465921,5,8
1510466521,2,0
1510467721,0,4
1510468921,23,7
1510469522,148,21
1510470121,5,12
1510470721,4,0
1510471321,1,0
1510472521,2,4
1510473121,0,4
1510474322,1,0
1510474921,0,2
1510475521,6,0
1510475581,1,0
1510476721,6,4
1510477921,1,9
1510479121,48,6
1510479721,19,4
1510480321,4,0
1510480922,2,0
1510481521,9,9
1510482721,16,5
1510482782,3,0
1510483921,8,9
1510484521,0,4
1510485121,2,0
1510485722,13,3
1510486321,18,4
1510487521,0,14
1510488721,14,15
1510489922,11,4
1510489981,16,13
1510490521,2,0
1510491121,4,2
1510492321,13,9
1510492329,4,0
1510492921,8,2
1510495321,7,15
1510495921,1,3
1510496521,9,10
1510497121,11,2
1510498322,6,13
1510499521,5,0
1510500121,2,3
1510500721,2,9
1510501321,3,0
1510501921,4,0
1510503121,5,0
1510504321,31,12
1510504381,1,0
1510504921,2,2
1510505521,0,11
1510506721,3,0
1510506970,34,10
1510507921,1,8
1510509122,16,0
1510510321,11,7
1510510921,6,7
1510511522,1,11
1510512121,1,5
1510512721,1,0
1510513921,1,5
1510515121,1,3
1510515181,4,3
1510515721,2,0
1510516321,7,3
1510517522,2,1
1510518121,20,1
1510518721,9,3
1510519321,2,2
1510519921,3,0
1510520521,2,0
1510521121,1,4
1510521612,2,0
1510522322,2,0
1510522381,0,3
1510522921,1,9
1510524722,1,0
1510525921,4,3
1510525981,8,3
1510526521,1,2
1510527121,12,3
1510528322,5,6
1510528922,3,2
1510529521,7,1
1510529581,55,9
1510530722,5,0
1510531922,3,10
1510532521,0,5
1510533121,10,0
1510533181,0,2
1510534321,10,3
1510534921,1,0
1510535521,6,2
1510536249,1,0
1510536721,1,5
1510537321,11,0
1510537922,7,10
1510539121,0,6
1510539721,4,0
1510540321,1,2
1510540381,0,2
1510541521,2,7
1510542721,1,6
1510543321,7,10
1510543921,11,0
1510544522,15,5
1510545121,1,3
1510546321,7,2
1510547521,2,11
1510548721,2,0
1510549322,8,2
1510550521,19,7
1510551122,4,3
1510552321,10,4
1510552921,11,6
1510553521,1,0
1510554721,0,11
1510555921,36,50
1510556521,87,3
1510558321,1,2
1510558921,5,6
1510560122,2,1
1510560721,1,19
1510561921,65,4
1510563121,32,1
1510564321,2,7
1510564921,10,3
1510565534,4,1
1510566721,1,3
1510567921,11,0
1510568521,18,7
1510569721,2,6
1510570321,2,4
1510571521,1,3
1510572122,2,8
1510572721,5,0
1510573321,1,3
1510573921,0,4
1510575121,15,0
1510576321,2,8
1510576922,10,1
1510577521,11,2
1510578721,5,1
1510579321,19,16
1510581721,22,24
1510582321,6,4
1510582921,10,2
1510583521,3,0
1510584121,4,0
1510584721,4,2
1510585921,6,1
1510586521,0,6
1510587721,11,0
1510588321,24,0
1510589521,3,7
1510590721,16,0
1510590782,1,1
1510591321,5,3
1510591921,16,9
1510593121,4,0
1510594321,35,21
1510594921,22,5
1510596121,4,8
1510596721,1,3
1510597921,6,4
1510599121,32,0
1510599721,13,0
1510600921,17,3
1510601521,16,6
1510602121,12,12
1510602721,11,4
1510603321,11,3
1510603921,2,4
1510605121,5,1
1510605181,0,1
1510605721,3,4
1510606921,1,5
1510607521,17,10
1510608721,10,24
1510609321,9,1
1510609921,7,11
1510611121,1,3
1510612322,2,2
1510612382,1,0
1510613521,8,3
1510614122,10,3
1510614721,3,2
1510615321,1,8
1510615921,7,8
1510617121,0,10
1510618321,1,6
1510618921,2,2
1510619522,3,7
1510619581,54,33
1510620722,1,2
1510621921,7,29
1510623121,5,1
1510624321,1,10
1510624921,20,8
1510625526,5,3
1510626721,6,12
1510626781,3,2
1510627921,5,7
1510629122,9,0
1510629722,6,7
1510630921,3,14
1510632121,0,9
1510632721,0,2
1510633322,0,10
1510633981,0,1
1510634521,1,9
1510635121,6,0
1510635722,4,0
1510636322,6,13
1510636922,5,1
1510638121,3,7
1510639322,17,6
1510639622,21,8
1510640175,2,3
1510641122,6,5
1510641722,1,0
1510642321,1,2
1510642921,2,10
1510644121,11,22
1510646522,1,7
1510647122,3,4
1510647722,1,14
1510648322,1,1
1510648921,0,2
1510649522,1,3
1510650121,3,21
1510650721,0,4
1510651321,2,2
1510651922,0,14
1510652522,6,0
1510653722,4,8
1510654322,11,14
1510654921,10,0
1510655521,2,3
1510656121,29,5
1510656721,2,4
1510657322,2,3
1510657921,0,10
1510658521,1,2
1510659722,5,7
1510660922,6,28
1510661522,23,3
1510662121,11,9
1510663321,16,23
1510663921,1,0
1510664522,2,0
1510666382,29,53
1510667521,14,8
1510668122,3,0
1510668721,2,3
1510669451,8,15
1510670521,8,30
1510671122,4,13
1510671722,0,11
1510672322,3,0
1510672921,8,9
1510674121,15,18
1510674721,3,0
1510675321,4,10
1510676521,10,21
1510677122,4,35
1510678922,36,35
1510680122,10,20
1510681321,8,9
1510681922,3,13
1510682522,7,13
1510683121,38,11
1510683721,4,6
1510684921,20,45
1510686123,3,9
1510686722,1,0
1510687322,8,3
1510687921,7,0
1510688522,18,8
1510689721,24,27
1510690322,2,0
1510690922,3,10
1510692121,1,14
1510693321,7,28
1510693921,6,0
1510695182,5,11
1510695722,5,3
1510696921,2,4
1510697522,1,0
1510698121,8,1
1510698733,8,0
1510699321,11,7
1510699921,12,10
1510700522,1,0
1510701122,1,28
1510701722,16,20
1510702382,17,5
1510702922,66,28
1510703522,0,1
1510704122,112,33
1510704722,5,10
1510705322,7,25
1510705981,3,9
1510706522,3,20
1510707722,12,12
1510708322,0,4
1510708922,4,7
1510709581,34,4
1510710123,7,24
1510711322,3,30
1510712521,22,26
1510713122,9,20
1510713721,12,13
1510714322,2,0
1510714921,17,44
1510715522,4,32
1510716121,5,22
1510717322,3,11
1510718521,1,0
1510719121,7,11
1510719722,1,0
1510720381,7,4
1510720921,16,27
1510721521,2,0
1510722121,7,3
1510723321,2,20
1510724521,5,24
1510725121,1,13
1510725722,0,1
1510726922,9,46
1510727581,0,5
1510728256,80,69
1510728722,10,10
1510730521,40,14
1510731121,4,4
1510731721,20,25
1510732321,10,5
1510732922,7,16
1510733521,4,24
1510734121,2,0
1510735321,15,42
1510735922,1,0
1510736521,11,24
1510737723,10,0
1510738321,25,6
1510738922,4,24
1510740121,5,12
1510740721,4,0
1510742522,9,14
1510743138,6,4
1510743721,17,9
1510744322,3,8
1510744922,18,30
