DateTime,AddedIPs,RemovedIPs
1510585807,60,109
1510586662,66,0
1510587727,86,203
1510588567,81,1
1510589648,91,123
1510590710,92,120
1510591327,53,48
1510592452,97,2470
1510593613,100,1
1510595552,247,5306
1510596607,119,72
1510597807,91,113
1510598654,63,40
1510599585,73,66
1510600507,60,0
1510602127,118,380
1510602941,56,0
1510604047,76,214
1510605007,56,222
1510605832,69,78
1510606859,52,170
1510607646,78,0
1510608486,147,0
1510609507,79,383
1510611247,136,255
1510612042,41,1
1510613107,89,525
1510613991,57,356
1510614906,79,0
1510615816,65,530
1510616707,81,204
1510617367,63,0
1510618206,85,455
1510619407,91,684
1510620307,82,260
1510620967,58,0
1510621807,56,744
1510622886,75,0
1510625408,188,415
1510626395,74,1
1510627212,70,163
1510629006,146,100
1510630207,83,123
1510631106,63,60
1510631766,46,0
1510633687,146,71
1510634526,65,156
1510636207,106,78
1510637407,90,96
1510638128,57,44
1510639191,87,60
1510640047,68,11
1510640914,72,1
1510641727,64,128
1510643407,136,94
1510644606,0,18323
1510645507,18343,0
1510647007,118,102
1510648207,77,150
1510649107,66,33
1510650059,87,76
1510650908,64,1
1510651822,80,108
1510652707,89,42
1510654446,0,18412
1510656856,18533,0
1510657806,80,105
1510659008,166,142
1510659913,97,50
1510660566,56,1
1510661655,115,85
1510663807,185,125
1510664730,84,105
1510666581,163,125
1510668606,183,116
1510669808,81,123
1510670627,67,0
1510671866,78,139
1510672806,69,1
1510673617,70,127
1510674457,58,51
1510675806,118,110
1510677024,165,131
1510677727,266,0
1510678945,292,129
1510680007,146,1
1510681327,178,158
1510682345,79,71
1510683307,101,9
1510684507,97,105
1510686084,147,122
1510686907,49,1
1510687807,43,117
1510688527,78,38
1510689876,106,109
1510690447,49,0
1510691874,111,121
1510692761,62,0
1510693807,0,19655
1510695007,19507,0
1510695907,68,56
1510697406,104,110
1510698487,71,0
1510699506,73,147
1510700702,89,127
1510701247,44,0
1510702205,109,113
1510703355,85,47
1510704606,99,78
1510705686,104,0
1510706527,70,120
1510708207,139,140
1510709114,56,0
1510710006,81,213
1510711807,130,99
1510712887,84,0
1510715248,190,244
1510717327,168,157
1510718483,82,90
1510719307,63,0
1510720207,45,161
1510720927,62,1
1510722050,88,148
1510722847,67,1
1510723687,57,0
1510724606,75,159
1510725881,88,87
1510726709,51,0
1510727707,72,101
1510728127,38,0
1510728966,67,1
1510729806,74,133
1510731307,93,117
1510732418,87,43
1510733407,73,88
1510734621,89,154
1510735327,54,0
1510736449,73,192
1510737313,64,1
1510738087,59,0
1510738928,70,208
1510739767,82,1
1510740608,80,108
1510741779,0,19579
1510744206,19542,0
1510745174,78,1
