DateTime,AddedIPs,RemovedIPs
1510441942,7,0
1510442898,6,15
1510443864,6,15
1510444843,13,10
1510445800,14,19
1510446740,10,27
1510447709,13,30
1510448658,13,28
1510449631,15,25
1510450581,16,23
1510451532,6,24
1510452508,13,15
1510453461,17,10
1510454421,13,17
1510455384,11,10
1510456342,4,20
1510457298,15,12
1510458273,8,11
1510459237,13,10
1510460176,10,11
1510461167,6,14
1510462107,12,16
1510463062,8,9
1510464028,4,9
1510464999,9,14
1510465929,9,12
1510466905,11,12
1510467850,10,9
1510468832,5,11
1510469777,12,12
1510470736,8,14
1510471715,11,12
1510472658,5,6
1510473618,13,8
1510474600,1,14
1510475535,10,11
1510476525,7,9
1510477461,8,13
1510478421,7,3
1510479371,6,16
1510480364,7,11
1510481292,1,12
1510482318,8,14
1510483468,10,11
1510484666,9,15
1510485610,7,8
1510486584,7,8
1510487540,8,15
1510488527,6,8
1510489460,8,8
1510490414,11,0
1510491393,4,10
1510492359,4,0
1510493301,9,13
1510495277,12,10
1510496179,6,0
1510497153,5,5
1510498365,7,14
1510499289,8,1
1510500262,9,5
1510501211,7,5
1510502181,8,3
1510503143,14,9
1510504094,9,0
1510505067,12,3
1510506020,7,12
1510506989,7,13
1510507949,11,6
1510508905,8,0
1510509869,8,13
1510510811,9,0
1510512026,11,15
1510512981,6,15
1510513945,6,6
1510514891,8,0
1510515862,12,7
1510516815,10,3
1510517787,4,9
1510518749,6,0
1510519706,4,14
1510520659,9,0
1510521631,9,15
1510522573,5,0
1510523554,9,10
1510524492,8,0
1510525463,6,5
1510526410,7,0
1510527391,4,6
1510528333,4,11
1510529305,7,11
1510530267,14,15
1510531222,6,0
1510532189,9,25
1510533134,5,26
1510534114,13,45
1510535334,15,18
1510536255,17,22
1510537222,17,22
1510538180,27,14
1510539154,27,10
1510540089,11,13
1510541064,21,5
1510542027,23,8
1510543003,16,17
1510543949,21,11
1510544897,13,10
1510545870,21,11
1510546831,13,6
1510547781,24,9
1510548741,18,12
1510549702,11,6
1510550663,19,1
1510551634,21,8
1510552569,16,8
1510553547,8,4
1510554504,16,11
1510555455,9,5
1510556421,8,10
1510557402,19,9
1510558364,10,6
1510559306,14,4
1510560256,12,10
1510561222,10,13
1510562205,16,4
1510563129,12,12
1510564104,12,10
1510565066,9,12
1510566043,17,10
1510566981,7,9
1510567932,21,8
1510568914,23,6
1510569857,15,0
1510570837,10,14
1510571790,9,9
1510573448,16,11
1510574426,9,5
1510575399,9,11
1510576333,10,10
1510577303,9,6
1510578268,7,9
1510579224,8,4
1510581456,17,11
1510582578,6,5
1510583556,2,12
1510584491,9,0
1510585702,8,9
1510586653,11,0
1510587623,8,11
1510588587,6,8
1510589546,4,7
1510590492,5,0
1510591465,6,8
1510592438,9,12
1510593390,6,4
1510594345,6,0
1510595315,12,16
1510596255,9,0
1510597228,6,18
1510598187,3,0
1510599141,4,4
1510600104,6,2
1510601048,9,5
1510602024,5,3
1510602982,9,3
1510603937,7,6
1510604902,5,2
1510605865,12,8
1510606945,5,4
1510608023,5,6
1510608984,8,10
1510609932,5,0
1510610918,8,8
1510611855,4,0
1510612825,5,13
1510613789,6,0
1510614733,6,3
1510615701,3,5
1510616666,2,13
1510617625,7,32
1510618542,6,0
1510619548,8,40
1510620494,4,0
1510621476,6,28
1510622425,12,20
1510623372,12,17
1510624357,20,10
1510625297,12,7
1510626275,8,1
1510627221,18,8
1510628183,18,9
1510629148,17,16
1510630094,10,27
1510631066,23,5
1510632024,18,4
1510632986,16,3
1510633960,10,6
1510634892,9,14
1510635861,15,7
1510636838,20,7
1510637774,5,8
1510638754,9,3
1510639697,13,4
1510640664,7,7
1510641622,1,4
1510642843,0,14
1510644757,0,3
1510645694,0,6
1510646671,0,19
1510648571,0,8
1510649542,0,17
1510650519,0,10
1510652422,0,9
1510653383,0,11
1510654347,0,7
1510656277,0,12
1510658196,0,17
1510660104,0,8
1510661074,0,17
1510662032,0,8
1510662986,7,7
1510663943,0,5
1510664896,98,3
1510666903,55,11
1510668014,23,3
1510669000,18,5
1510669939,21,0
1510670903,12,21
1510671872,8,0
1510672829,14,12
1510673776,14,19
1510674755,6,6
1510675692,11,17
1510676653,16,8
1510677612,9,7
1510678579,15,9
1510679565,14,5
1510680745,13,8
1510681697,4,5
1510682680,9,15
1510683612,6,0
1510684585,7,10
1510685543,8,18
1510686502,9,0
1510687481,5,8
1510688668,9,8
1510689574,6,7
1510690834,7,3
1510691738,4,5
1510692858,8,13
1510693825,7,8
1510695737,14,14
1510696809,10,2
1510697810,9,8
1510698754,7,4
1510699704,7,3
1510700664,4,4
1510701639,5,4
1510702594,1,11
1510703533,5,14
1510704722,8,30
1510705726,0,28
1510706659,4,28
1510707624,13,28
1510708600,6,35
1510709566,15,27
1510710508,6,28
1510711472,18,13
1510712423,8,11
1510713388,18,12
1510714342,20,11
1510715296,18,14
1510716254,13,6
1510717229,13,14
1510718179,8,19
1510719147,19,10
1510720101,13,15
1510721066,18,5
1510722033,21,10
1510722990,19,13
1510723949,3,9
1510724901,1,11
1510725859,0,9
1510726840,0,13
1510727777,14,11
1510728749,0,14
1510729693,0,14
1510730691,0,9
1510731610,0,12
1510732595,0,14
1510733559,0,9
1510734504,0,11
1510735478,0,7
1510736432,0,8
1510737490,0,5
1510738842,0,35
1510740749,0,30
1510742720,0,19
1510743634,0,8
1510744636,0,6
